token	frequency	bucket	is_propn	caps_majority	lemma
gotcha	1	proper_noun	1	1	gotcha
gown	1	common_gap	0	0	gown
grandaughter	1	proper_noun	1	1	grandaughter
gratefully	1	common_gap	0	0	gratefully
graze	1	common_gap	0	0	graze
grazed	1	common_gap	0	0	graze
greens	1	inflection_miss	1	0	green
griddle	1	common_gap	0	0	griddle
grimy	1	common_gap	0	0	grimy
gripped	1	common_gap	0	0	grip
grrr	1	proper_noun	0	1	grrr
gruff	1	common_gap	0	0	gruff
grumbling	1	common_gap	0	0	grumble
grumpiest	1	common_gap	0	0	grumpiest
guffawed	1	common_gap	0	0	guffaw
guilt	1	common_gap	0	0	guilt
guiltily	1	common_gap	0	0	guiltily
gunshot	1	common_gap	0	0	gunshot
gut	1	common_gap	0	0	gut
guts	1	common_gap	0	0	gut
haha	1	proper_noun	1	1	haha
haircuts	1	common_gap	0	0	haircut
hairstyle	1	common_gap	0	0	hairstyle
halfway	1	common_gap	0	0	halfway
hamburgers	1	common_gap	0	0	hamburger
hammers	1	common_gap	0	0	hammer
hamsters	1	common_gap	0	0	hamster
happenned	1	common_gap	0	0	happenne
hardwork	1	common_gap	0	0	hardwork
harness	1	common_gap	0	0	harness
harvests	1	common_gap	0	0	harvest
hatch	1	common_gap	0	0	hatch
heals	1	common_gap	0	0	heal
heaps	1	common_gap	0	0	heap
heard	1	inflection_miss	0	0	hear
heartbeat	1	common_gap	0	0	heartbeat
heartbeats	1	common_gap	0	0	heartbeat
hearted	1	common_gap	0	0	hearte
heater	1	common_gap	0	0	heater
hedgewit	1	common_gap	0	0	hedgewit
helpamy	1	common_gap	0	0	helpamy
hesitantly	1	common_gap	0	0	hesitantly
hid	1	proper_noun	1	0	hid
hilarious	1	common_gap	0	0	hilarious
hilltop	1	common_gap	0	0	hilltop
him-	1	common_gap	0	0	him-
hippos	1	common_gap	0	0	hippos
hisses	1	common_gap	0	0	hiss
hives	1	common_gap	0	0	hive
hmm	1	proper_noun	1	1	hmm
hmmm	1	proper_noun	1	1	hmmm
hoisted	1	common_gap	0	0	hoist
hola	1	proper_noun	1	1	hola
homemade	1	common_gap	0	0	homemade
homewards	1	common_gap	0	0	homeward
honestly	1	common_gap	0	0	honestly
honeycomb	1	common_gap	0	0	honeycomb
honked	1	common_gap	0	0	honk
honorary	1	common_gap	0	0	honorary
hoof	1	common_gap	0	0	hoof
hooting	1	common_gap	0	0	hoot
hopefully	1	common_gap	0	0	hopefully
hops	1	common_gap	0	0	hop
hosepipe	1	common_gap	0	0	hosepipe
howling	1	common_gap	0	0	howl
huff	1	common_gap	0	0	huff
hum	1	common_gap	0	0	hum
humbly	1	common_gap	0	0	humbly
hummed	1	common_gap	0	0	hum
hunkered	1	common_gap	0	0	hunker
hurray	1	proper_noun	0	1	hurray
hurried	1	inflection_miss	0	0	hurry
hurrying	1	inflection_miss	0	0	hurry
i'm	1	inflection_miss	0	0	i
iceberg	1	common_gap	0	0	iceberg
icky	1	common_gap	0	0	icky
identical	1	common_gap	0	0	identical
ignition	1	common_gap	0	0	ignition
ignorance	1	proper_noun	0	1	ignorance
illuminating	1	common_gap	0	0	illuminate
imaginable	1	common_gap	0	0	imaginable
imaginative	1	common_gap	0	0	imaginative
imagined	1	inflection_miss	0	0	imagine
impatience	1	common_gap	0	0	impatience
improved	1	inflection_miss	0	0	improve
independently	1	common_gap	0	0	independently
inevitable	1	common_gap	0	0	inevitable
inevitably	1	common_gap	0	0	inevitably
infected	1	common_gap	0	0	infect
infectious	1	common_gap	0	0	infectious
ing	1	common_gap	0	0	e
injection	1	common_gap	0	0	injection
inquired	1	common_gap	0	0	inquire
inscribed	1	common_gap	0	0	inscribe
inseperable	1	common_gap	0	0	inseperable
inspection	1	common_gap	0	0	inspection
instant	1	common_gap	0	0	instant
instinctively	1	proper_noun	0	1	instinctively
intensely	1	common_gap	0	0	intensely
interrupting	1	inflection_miss	0	0	interrupt
intruders	1	common_gap	0	0	intruder
itched	1	common_gap	0	0	itch
itching	1	common_gap	0	0	itch
jabbed	1	common_gap	0	0	jabbed
janey	1	proper_noun	1	1	janey
jaw	1	common_gap	0	0	jaw
jealousy	1	common_gap	0	0	jealousy
jig	1	common_gap	0	0	jig
jiggled	1	common_gap	0	0	jiggle
jiggly	1	common_gap	0	0	jiggly
jigsaw	1	common_gap	0	0	jigsaw
jingle	1	common_gap	0	0	jingle
jingling	1	common_gap	0	0	jingle
joyous	1	common_gap	0	0	joyous
joystick	1	common_gap	0	0	joystick
judgement	1	common_gap	0	0	judgement
juggle	1	common_gap	0	0	juggle
juggled	1	common_gap	0	0	juggle
jugs	1	common_gap	0	0	jug
jumbled	1	common_gap	0	0	jumble
justo	1	common_gap	0	0	justo
kayaker	1	common_gap	0	0	kayaker
keeping	1	inflection_miss	0	0	keep
keepsake	1	common_gap	0	0	keepsake
kernels	1	common_gap	0	0	kernel
keyhole	1	common_gap	0	0	keyhole
kiddo	1	proper_noun	1	0	kiddo
kites	1	common_gap	0	0	kit
kneeling	1	common_gap	0	0	kneel
kneels	1	common_gap	0	0	kneel
knowledgeable	1	common_gap	0	0	knowledgeable
lace	1	common_gap	0	0	lace
laces	1	common_gap	0	0	lace
ladders	1	common_gap	0	0	ladder
lamb	1	proper_noun	1	0	lamb
lambs	1	common_gap	0	0	lamb
lapped	1	common_gap	0	0	lap
lasers	1	proper_noun	0	1	laser
lavished	1	common_gap	0	0	lavish
laze	1	common_gap	0	0	laze
leap	1	common_gap	0	0	leap
leaping	1	common_gap	0	0	leap
ledge	1	common_gap	0	0	ledge
leftovers	1	common_gap	0	0	leftover
lesson-	1	common_gap	0	0	lesson-
lifetime	1	common_gap	0	0	lifetime
lipped	1	inflection_miss	0	0	lip
lipstick	1	common_gap	0	0	lipstick
lit	1	inflection_miss	0	0	light
littered	1	common_gap	0	0	litter
littler	1	common_gap	0	0	littler
litttle	1	common_gap	0	0	litttle
loaf	1	common_gap	0	0	loaf
locked	1	inflection_miss	0	0	lock
locker	1	common_gap	0	0	locker
lollies	1	common_gap	0	0	lolly
longing	1	common_gap	0	0	longing
lotions	1	common_gap	0	0	lotion
loudness	1	common_gap	0	0	loudness
loudspeaker	1	common_gap	0	0	loudspeaker
lounge	1	common_gap	0	0	lounge
lovable	1	common_gap	0	0	lovable
loving	1	inflection_miss	0	0	love
loyalty	1	common_gap	0	0	loyalty
luce	1	proper_noun	1	1	luce
luckly	1	proper_noun	1	1	luckly
lucys	1	proper_noun	1	1	lucys
lump	1	common_gap	0	0	lump
lunchbox	1	common_gap	0	0	lunchbox
lurking	1	common_gap	0	0	lurk
luxurious	1	common_gap	0	0	luxurious
machinery	1	common_gap	0	0	machinery
madder	1	common_gap	0	0	madder
maddie	1	proper_noun	1	1	maddie
magcally	1	common_gap	0	0	magcally
magnificent	1	common_gap	0	0	magnificent
magnifying	1	common_gap	0	0	magnify
magpie	1	common_gap	0	0	magpie
majestic	1	common_gap	0	0	majestic
maker	1	common_gap	0	0	maker
making	1	inflection_miss	0	0	make
mandala	1	common_gap	0	0	mandala
marketplace	1	common_gap	0	0	marketplace
marvel	1	common_gap	0	0	marvel
marvelled	1	common_gap	0	0	marvel
marvelling	1	common_gap	0	0	marvel
massages	1	common_gap	0	0	massage
mast	1	common_gap	0	0	mast
masterpieces	1	common_gap	0	0	masterpiece
masts	1	common_gap	0	0	mast
mateys	1	common_gap	0	0	matey
mazes	1	common_gap	0	0	maze
meandered	1	common_gap	0	0	meander
measuring	1	inflection_miss	0	0	measure
meatballs	1	common_gap	0	0	meatball
melodious	1	common_gap	0	0	melodious
melons	1	common_gap	0	0	melon
melting	1	inflection_miss	0	0	melt
mended	1	common_gap	0	0	mend
meows	1	common_gap	0	0	meow
mesmerised	1	common_gap	0	0	mesmerise
mew	1	common_gap	0	0	mew
mewing	1	common_gap	0	0	mewing
microwave	1	common_gap	0	0	microwave
mightier	1	common_gap	0	0	mightier
mindful	1	common_gap	0	0	mindful
mira	1	proper_noun	1	1	mira
miraculously	1	proper_noun	0	1	miraculously
misbehave	1	common_gap	0	0	misbehave
misbehaving	1	common_gap	0	0	misbehave
misery	1	common_gap	0	0	misery
mmmm	1	proper_noun	1	1	mmmm
moaned	1	common_gap	0	0	moan
moats	1	common_gap	0	0	moat
mocking	1	common_gap	0	0	mock
modesty	1	proper_noun	1	0	modesty
mold	1	common_gap	0	0	mold
moled	1	common_gap	0	0	mole
mommies	1	common_gap	0	0	mommy
mommmyyyy	1	proper_noun	1	1	mommmyyyy
mosquitoes	1	proper_noun	0	1	mosquito
mother,"can	1	common_gap	0	0	mother,"can
motionless	1	common_gap	0	0	motionless
mound	1	common_gap	0	0	mound
mountainside	1	common_gap	0	0	mountainside
mourning	1	common_gap	0	0	mourn
moved	1	inflection_miss	0	0	move
mover	1	proper_noun	1	1	mover
mowers	1	common_gap	0	0	mower
multi	1	common_gap	0	0	multi
mumbled	1	common_gap	0	0	mumble
munching	1	common_gap	0	0	munch
muttered	1	common_gap	0	0	mutter
muy	1	proper_noun	1	1	muy
napping	1	common_gap	0	0	nap
naptime	1	common_gap	0	0	naptime
navigate	1	common_gap	0	0	navigate
needel	1	common_gap	0	0	needel
neglected	1	common_gap	0	0	neglect
nephew	1	common_gap	0	0	nephew
newly	1	common_gap	0	0	newly
nibbling	1	common_gap	0	0	nibble
nicknamed	1	common_gap	0	0	nickname
niece	1	common_gap	0	0	niece
nighttime	1	common_gap	0	0	nighttime
nonsense	1	common_gap	0	0	nonsense
nook	1	common_gap	0	0	nook
nooks	1	common_gap	0	0	nook
nooooo	1	proper_noun	1	1	nooooo
nope	1	proper_noun	1	1	nope
noticing	1	inflection_miss	0	0	notice
nudged	1	common_gap	0	0	nudge
nuggets	1	common_gap	0	0	nugget
o'clock	1	common_gap	0	0	o'clock
oar	1	common_gap	0	0	oar
obedience	1	common_gap	0	0	obedience
observant	1	common_gap	0	0	observant
obstacles	1	common_gap	0	0	obstacle
odor	1	common_gap	0	0	odor
offering	1	common_gap	0	0	offering
officially	1	common_gap	0	0	officially
oink	1	common_gap	0	0	oink
ooh	1	proper_noun	1	1	ooh
operas	1	common_gap	0	0	operas
operator	1	common_gap	0	0	operator
opportunistic	1	common_gap	0	0	opportunistic
optimistic	1	common_gap	0	0	optimistic
ounces	1	common_gap	0	0	ounce
outrun	1	common_gap	0	0	outrun
outsiders	1	common_gap	0	0	outsider
outsite	1	common_gap	0	0	outsite
outsmart	1	common_gap	0	0	outsmart
outstretched	1	common_gap	0	0	outstretche
overcame	1	common_gap	0	0	overcame
overheard	1	common_gap	0	0	overhear
overnight	1	common_gap	0	0	overnight
overwhelmed	1	common_gap	0	0	overwhelm
oysters	1	common_gap	0	0	oyster
packet	1	common_gap	0	0	packet
paddles	1	common_gap	0	0	paddle
pals	1	common_gap	0	0	pal
panicking	1	common_gap	0	0	panic
pant	1	common_gap	0	0	pant
panting	1	common_gap	0	0	pant
parachute	1	common_gap	0	0	parachute
parades	1	common_gap	0	0	parade
paradise	1	common_gap	0	0	paradise
pared	1	common_gap	0	0	par
parlor	1	common_gap	0	0	parlor
parrots	1	common_gap	0	0	parrot
passageways	1	common_gap	0	0	passageway
pastries	1	common_gap	0	0	pastry
patched	1	common_gap	0	0	patch
pathway	1	common_gap	0	0	pathway
patter	1	common_gap	0	0	patter
pauses	1	common_gap	0	0	pause
pawed	1	common_gap	0	0	paw
peaked	1	common_gap	0	0	peak
peaks	1	common_gap	0	0	peak
peat	1	common_gap	0	0	peat
pecks	1	common_gap	0	0	peck
peddle	1	common_gap	0	0	peddle
peddling	1	common_gap	0	0	peddle
peeks	1	common_gap	0	0	peek
peeled	1	common_gap	0	0	peel
peels	1	common_gap	0	0	peel
peering	1	common_gap	0	0	peer
perfection	1	common_gap	0	0	perfection
performers	1	common_gap	0	0	performer
petrified	1	common_gap	0	0	petrify
pews	1	common_gap	0	0	pew
pinches	1	common_gap	0	0	pinch
piped	1	common_gap	0	0	pip
pitching	1	inflection_miss	0	0	pitch
pitter	1	common_gap	0	0	pitter
planting	1	inflection_miss	0	0	plant
playdate	1	common_gap	0	0	playdate
plaything	1	common_gap	0	0	playthe
plea	1	common_gap	0	0	plea
pleading	1	common_gap	0	0	plead
pleadingly	1	common_gap	0	0	pleadingly
pleeease	1	common_gap	0	0	pleeease
plugged	1	common_gap	0	0	plug
plump	1	common_gap	0	0	plump
plush	1	common_gap	0	0	plush
pokes	1	common_gap	0	0	poke
poles	1	common_gap	0	0	pole
politeness	1	common_gap	0	0	politeness
pollen	1	common_gap	0	0	pollen
polluting	1	common_gap	0	0	pollute
poof	1	common_gap	0	0	poof
poolside	1	common_gap	0	0	poolside
popsicle	1	common_gap	0	0	popsicle
popsicles	1	common_gap	0	0	popsicle
portion	1	common_gap	0	0	portion
postman	1	common_gap	0	0	postman
potions	1	common_gap	0	0	potion
pow	1	proper_noun	1	1	pow
powerless	1	common_gap	0	0	powerless
practicig	1	common_gap	0	0	practicig
pranced	1	common_gap	0	0	prance
prancing	1	common_gap	0	0	prance
pre	1	common_gap	0	0	pre
precariously	1	common_gap	0	0	precariously
precise	1	common_gap	0	0	precise
preferences	1	common_gap	0	0	preference
presto	1	common_gap	0	0	presto
prick	1	common_gap	0	0	prick
pricked	1	common_gap	0	0	prick
pried	1	common_gap	0	0	pry
promotion	1	common_gap	0	0	promotion
pros	1	common_gap	0	0	pro
puck	1	common_gap	0	0	puck
puffed	1	common_gap	0	0	puff
puffy	1	common_gap	0	0	puffy
pumped	1	common_gap	0	0	pump
punches	1	common_gap	0	0	punch
purring	1	common_gap	0	0	purr
puzzling	1	common_gap	0	0	puzzle
puzzlw	1	common_gap	0	0	puzzlw
pyjamas	1	common_gap	0	0	pyjama
quacking	1	common_gap	0	0	quack
quarreled	1	common_gap	0	0	quarrel
quest	1	common_gap	0	0	quest
quicker	1	inflection_miss	0	0	quick
quit3	1	common_gap	0	0	quit3
quivered	1	common_gap	0	0	quiver
quivering	1	common_gap	0	0	quiver
racket	1	common_gap	0	0	racket
radishes	1	common_gap	0	0	radish
rafts	1	common_gap	0	0	raft
rage	1	common_gap	0	0	rage
rainfall	1	common_gap	0	0	rainfall
rainstorm	1	common_gap	0	0	rainstorm
rainwater	1	common_gap	0	0	rainwater
rakes	1	common_gap	0	0	rake
raking	1	common_gap	0	0	rake
ramps	1	common_gap	0	0	ramp
rash	1	common_gap	0	0	rash
raspberry	1	common_gap	0	0	raspberry
rattle	1	common_gap	0	0	rattle
ravens	1	proper_noun	1	1	raven
readily	1	common_gap	0	0	readily
realising	1	common_gap	0	0	realise
realization	1	common_gap	0	0	realization
reap	1	common_gap	0	0	reap
rearranged	1	common_gap	0	0	rearrange
reassurance	1	common_gap	0	0	reassurance
reassuring	1	common_gap	0	0	reassure
recital	1	common_gap	0	0	recital
recognise	1	common_gap	0	0	recognise
recounted	1	common_gap	0	0	recount
recovery	1	common_gap	0	0	recovery
reefs	1	common_gap	0	0	reef
reel	1	common_gap	0	0	reel
refreshingly	1	common_gap	0	0	refreshingly
refusal	1	common_gap	0	0	refusal
reindeers	1	common_gap	0	0	reindeer
reins	1	common_gap	0	0	rein
rejoicing	1	common_gap	0	0	rejoice
relented	1	common_gap	0	0	relent
remained	1	inflection_miss	0	0	remain
remarkable	1	common_gap	0	0	remarkable
repeatedly	1	common_gap	0	0	repeatedly
repeatly	1	common_gap	0	0	repeatly
repeats	1	inflection_miss	1	0	repeat
replied:"oh	1	common_gap	0	0	replied:"oh
rescuer	1	common_gap	0	0	rescuer
reset	1	common_gap	0	0	reset
resigned	1	common_gap	0	0	resign
resourceful	1	common_gap	0	0	resourceful
resourcefulness	1	common_gap	0	0	resourcefulness
restarted	1	common_gap	0	0	restart
restoring	1	common_gap	0	0	restore
retrieve	1	common_gap	0	0	retrieve
retrieved	1	common_gap	0	0	retrieve
retying	1	common_gap	0	0	retye
reverse-	1	common_gap	0	0	reverse-
reversinng	1	common_gap	0	0	reversinng
rhyme	1	common_gap	0	0	rhyme
rib	1	common_gap	0	0	rib
rider	1	common_gap	0	0	rider
ridiculous	1	common_gap	0	0	ridiculous
rightful	1	common_gap	0	0	rightful
ripen	1	common_gap	0	0	ripen
ripping	1	common_gap	0	0	rip
rippling	1	common_gap	0	0	ripple
risky	1	common_gap	0	0	risky
riverside	1	common_gap	0	0	riverside
roaming	1	common_gap	0	0	roam
roasting	1	common_gap	0	0	roast
robe	1	common_gap	0	0	robe
rode	1	inflection_miss	0	0	ride
rosemary	1	common_gap	0	0	rosemary
roses	1	common_gap	0	0	rose
roughly	1	common_gap	0	0	roughly
roundest	1	common_gap	0	0	roundest
rowboat	1	common_gap	0	0	rowboat
rowing	1	inflection_miss	0	0	row
rraaaaaaaawr	1	proper_noun	1	1	rraaaaaaaawr
rrrr	1	proper_noun	1	1	rrrr
rubbing	1	inflection_miss	0	0	rub
rubbish	1	common_gap	0	0	rubbish
rudely	1	common_gap	0	0	rudely
ruffling	1	common_gap	0	0	ruffle
rugs	1	common_gap	0	0	rug
ruins	1	common_gap	0	0	ruin
rulers	1	common_gap	0	0	ruler
rummaged	1	common_gap	0	0	rummage
rungs	1	common_gap	0	0	rung
runnning	1	common_gap	0	0	runnne
rust	1	common_gap	0	0	rust
s	1	proper_noun	0	1	s
sacking	1	common_gap	0	0	sack
said,"if	1	common_gap	0	0	said,"if
said,"okay	1	common_gap	0	0	said,"okay
said,"this	1	common_gap	0	0	said,"this
said:"mummy	1	common_gap	0	0	said:"mummy
salon	1	common_gap	0	0	salon
sandals	1	common_gap	0	0	sandal
sap	1	common_gap	0	0	sap
sat	1	inflection_miss	0	0	sit
sauntered	1	common_gap	0	0	saunter
savannah	1	proper_noun	1	0	savannah
scaredy	1	common_gap	0	0	scaredy
scariness	1	common_gap	0	0	scariness
scarves	1	common_gap	0	0	scarf
scolding	1	common_gap	0	0	scold
scolds	1	common_gap	0	0	scold
scoot	1	common_gap	0	0	scoot
scootered	1	common_gap	0	0	scootere
scootering	1	common_gap	0	0	scootere
scooters	1	common_gap	0	0	scooter
scourging	1	common_gap	0	0	scourging
scowling	1	common_gap	0	0	scowl
scrap	1	common_gap	0	0	scrap
scrape	1	common_gap	0	0	scrape
scraping	1	common_gap	0	0	scrap
screamed,"help	1	common_gap	0	0	screamed,"help
screech	1	proper_noun	1	0	screech
screws	1	common_gap	0	0	screw
scribble	1	common_gap	0	0	scribble
scribbles	1	common_gap	0	0	scribble
scrunch	1	common_gap	0	0	scrunch
scurry	1	common_gap	0	0	scurry
scuttled	1	common_gap	0	0	scuttle
seasoning	1	inflection_miss	0	0	season
seatbelts	1	common_gap	0	0	seatbelt
secretly	1	common_gap	0	0	secretly
securely	1	common_gap	0	0	securely
sees	1	inflection_miss	0	0	see
seize	1	common_gap	0	0	seize
selfie	1	common_gap	0	0	selfie
selfishness	1	common_gap	0	0	selfishness
seller	1	common_gap	0	0	seller
selling	1	inflection_miss	0	0	sell
sermon	1	common_gap	0	0	sermon
server	1	common_gap	0	0	server
shaky	1	common_gap	0	0	shaky
shared	1	inflection_miss	0	0	share
sharer	1	common_gap	0	0	sharer
shaved	1	common_gap	0	0	shave
sheepishly	1	common_gap	0	0	sheepishly
sheltered	1	inflection_miss	0	0	shelter
shoebox	1	common_gap	0	0	shoebox
shooing	1	common_gap	0	0	shoo
shovels	1	common_gap	0	0	shovels
shrieked	1	common_gap	0	0	shriek
shrinker	1	common_gap	0	0	shrinker
shrug	1	common_gap	0	0	shrug
shrunk	1	common_gap	0	0	shrunk
shuffled	1	common_gap	0	0	shuffle
shyness	1	common_gap	0	0	shyness
sickness	1	common_gap	0	0	sickness
sidelines	1	common_gap	0	0	sideline
sighting	1	inflection_miss	0	0	sight
signature	1	common_gap	0	0	signature
sillyness	1	common_gap	0	0	sillyness
silverware	1	common_gap	0	0	silverware
simmer	1	common_gap	0	0	simmer
simmi	1	proper_noun	1	1	simmi
sipped	1	common_gap	0	0	sip
sis	1	proper_noun	1	1	sis
sitting	1	inflection_miss	0	0	sit
sized	1	inflection_miss	0	0	size
sizzle	1	common_gap	0	0	sizzle
sizzled	1	common_gap	0	0	sizzle
skates	1	common_gap	0	0	skate
skeletons	1	common_gap	0	0	skeleton
sketches	1	common_gap	0	0	sketch
skillfully	1	common_gap	0	0	skillfully
slam	1	proper_noun	1	1	slam
slapping	1	common_gap	0	0	slap
slashed	1	common_gap	0	0	slash
sleepyhead	1	common_gap	0	0	sleepyhead
slim	1	common_gap	0	0	slim
slithering	1	common_gap	0	0	slither
sloppy	1	common_gap	0	0	sloppy
slurped	1	common_gap	0	0	slurp
sly	1	common_gap	0	0	sly
smelly-	1	common_gap	0	0	smelly-
smock	1	common_gap	0	0	smock
smooshy	1	common_gap	0	0	smooshy
smoother	1	common_gap	0	0	smoother
smoothness	1	common_gap	0	0	smoothness
smug	1	common_gap	0	0	smug
snached	1	common_gap	0	0	snache
snarling	1	common_gap	0	0	snarl
sneakily	1	common_gap	0	0	sneakily
sniffles	1	common_gap	0	0	sniffle
sniffling	1	common_gap	0	0	sniffle
snipped	1	common_gap	0	0	snip
snivel	1	common_gap	0	0	snivel
snores	1	common_gap	0	0	snore
snoring	1	common_gap	0	0	snore
snorting	1	common_gap	0	0	snort
snorts	1	common_gap	0	0	snort
snowflake	1	common_gap	0	0	snowflake
snowstorm	1	common_gap	0	0	snowstorm
snug	1	common_gap	0	0	snug
sofishticated	1	proper_noun	0	1	sofishticate
softens	1	common_gap	0	0	soften
solemnly	1	common_gap	0	0	solemnly
solver	1	common_gap	0	0	solver
someplace	1	common_gap	0	0	someplace
soooooo	1	common_gap	0	0	soooooo
soot	1	common_gap	0	0	soot
sound,"thought	1	common_gap	0	0	sound,"thought
sound-	1	common_gap	0	0	sound-
souvenir	1	common_gap	0	0	souvenir
souvenirs	1	common_gap	0	0	souvenir
spacesuit	1	common_gap	0	0	spacesuit
spades	1	common_gap	0	0	spade
spank	1	common_gap	0	0	spank
spanked	1	common_gap	0	0	spank
spared	1	common_gap	0	0	spar
sparked	1	common_gap	0	0	spark
speck	1	common_gap	0	0	speck
spectacle	1	common_gap	0	0	spectacle
speeding	1	inflection_miss	0	0	speed
spewing	1	common_gap	0	0	spew
spied	1	common_gap	0	0	spy
spikey	1	common_gap	0	0	spikey
spine	1	common_gap	0	0	spine
spins	1	common_gap	0	0	spin
spiraling	1	common_gap	0	0	spiral
spitting	1	common_gap	0	0	spit
splattered	1	common_gap	0	0	splatter
splendid	1	common_gap	0	0	splendid
spot-	1	common_gap	0	0	spot-
sprayer	1	common_gap	0	0	sprayer
sprays	1	common_gap	0	0	spray
springtime	1	common_gap	0	0	springtime
sprinked	1	common_gap	0	0	sprinke
sprinklers	1	common_gap	0	0	sprinkler
sprinkling	1	common_gap	0	0	sprinkle
sprinted	1	common_gap	0	0	sprint
sprouted	1	common_gap	0	0	sprout
sprouting	1	common_gap	0	0	sprout
squabbled	1	common_gap	0	0	squabble
squabbling	1	common_gap	0	0	squabble
squatted	1	common_gap	0	0	squat
squawked	1	common_gap	0	0	squawk
squawking	1	common_gap	0	0	squawk
squeak	1	common_gap	0	0	squeak
squeezes	1	common_gap	0	0	squeeze
squiggles	1	common_gap	0	0	squiggle
squirmed	1	common_gap	0	0	squirm
squishing	1	common_gap	0	0	squish
stacking	1	common_gap	0	0	stack
staircase	1	common_gap	0	0	staircase
stalk	1	common_gap	0	0	stalk
stallion	1	common_gap	0	0	stallion
stalls	1	common_gap	0	0	stall
standing	1	inflection_miss	0	0	stand
starry	1	common_gap	0	0	starry
starting	1	inflection_miss	0	0	start
starving	1	common_gap	0	0	starve
stash	1	common_gap	0	0	stash
steadily	1	common_gap	0	0	steadily
steamy	1	common_gap	0	0	steamy
steered	1	common_gap	0	0	steer
stethoscope	1	common_gap	0	0	stethoscope
stinky	1	common_gap	0	0	stinky
stirrer	1	common_gap	0	0	stirrer
stitching	1	common_gap	0	0	stitch
stopper	1	common_gap	0	0	stopper
strangely	1	proper_noun	0	1	strangely
straws	1	common_gap	0	0	straw
streak	1	common_gap	0	0	streak
stretchy	1	common_gap	0	0	stretchy
strewn	1	common_gap	0	0	strew
strive	1	common_gap	0	0	strive
strolling	1	common_gap	0	0	stroll
strolls	1	common_gap	0	0	stroll
strummed	1	common_gap	0	0	strum
stubbed	1	common_gap	0	0	stub
studying	1	inflection_miss	0	0	study
stuffed	1	inflection_miss	0	0	stuff
stuffy	1	common_gap	0	0	stuffy
stunned	1	common_gap	0	0	stun
styling	1	common_gap	0	0	styling
stylish	1	common_gap	0	0	stylish
su	1	proper_noun	1	0	su
suave	1	common_gap	0	0	suave
submerged	1	common_gap	0	0	submerge
subside	1	common_gap	0	0	subside
subtracting	1	common_gap	0	0	subtract
summertime	1	common_gap	0	0	summertime
sunbathing	1	common_gap	0	0	sunbathe
sunbeams	1	common_gap	0	0	sunbeam
sunburnt	1	common_gap	0	0	sunburnt
sundays	1	proper_noun	1	1	sundays
sunflowers	1	common_gap	0	0	sunflower
sunnier	1	common_gap	0	0	sunnier
sunrises	1	common_gap	0	0	sunrise
suprised	1	common_gap	0	0	suprise
surfer	1	common_gap	0	0	surfer
surfing	1	common_gap	0	0	surf
surged	1	common_gap	0	0	surge
surprised-	1	common_gap	0	0	surprised-
suspended	1	common_gap	0	0	suspend
suspiciously	1	common_gap	0	0	suspiciously
swap	1	common_gap	0	0	swap
swapped	1	common_gap	0	0	swap
swarm	1	common_gap	0	0	swarm
sweat	1	common_gap	0	0	sweat
sweating	1	common_gap	0	0	sweat
sweeping	1	inflection_miss	0	0	sweep
sweeter	1	common_gap	0	0	sweeter
swelled	1	common_gap	0	0	swell
swimsuits	1	common_gap	0	0	swimsuit
swingset	1	common_gap	0	0	swingset
swiped	1	common_gap	0	0	swipe
swipes	1	common_gap	0	0	swipe
swooping	1	common_gap	0	0	swoop
swordfighting	1	common_gap	0	0	swordfighte
swords	1	common_gap	0	0	sword
sympathetically	1	common_gap	0	0	sympathetically
tags	1	common_gap	0	0	tag
takin	1	common_gap	0	0	takin
talking	1	inflection_miss	0	0	talk
tantrums	1	common_gap	0	0	tantrum
tapestries	1	common_gap	0	0	tapestry
tapped	1	common_gap	0	0	tap
tart	1	common_gap	0	0	tart
tastiest	1	common_gap	0	0	tasty
tasting	1	inflection_miss	0	0	taste
teary	1	common_gap	0	0	teary
teases	1	common_gap	0	0	tease
teasier	1	common_gap	0	0	teasier
tempting	1	common_gap	0	0	tempt
tender	1	common_gap	0	0	tender
tense	1	common_gap	0	0	tense
tensed	1	common_gap	0	0	tense
terrifying	1	common_gap	0	0	terrify
terror	1	common_gap	0	0	terror
tester	1	common_gap	0	0	tester
thawed	1	common_gap	0	0	thaw
theend	1	proper_noun	1	1	theend
theyse	1	proper_noun	1	1	theyse
thimble	1	common_gap	0	0	thimble
things-	1	common_gap	0	0	things-
thinkin	1	common_gap	0	0	thinkin
thirst	1	common_gap	0	0	thirst
thistle	1	common_gap	0	0	thistle
thorns	1	common_gap	0	0	thorn
thoroughly	1	common_gap	0	0	thoroughly
thoughtfully	1	common_gap	0	0	thoughtfully
threatened	1	inflection_miss	0	0	threaten
thrive	1	common_gap	0	0	thrive
throne	1	common_gap	0	0	throne
throwing	1	inflection_miss	0	0	throw
thump	1	common_gap	0	0	thump
thunderbolt	1	common_gap	0	0	thunderbolt
ticking	1	common_gap	0	0	tick
tickles	1	common_gap	0	0	tickle
tighten	1	common_gap	0	0	tighten
tightened	1	common_gap	0	0	tighten
tighter	1	common_gap	0	0	tighter
tightness	1	common_gap	0	0	tightness
tiles	1	common_gap	0	0	tile
timely	1	common_gap	0	0	timely
tin	1	common_gap	0	0	tin
tinged	1	common_gap	0	0	ting
tingly	1	common_gap	0	0	tingly
tinkling	1	common_gap	0	0	tinkle
tippy	1	common_gap	0	0	tippy
